job_title,salary
Executive,196153.85 to 200179.49
Executive,139794.87 to 143820.51
Analyst,176025.64 to 180051.28
Manager,99538.46 to 103564.1
Engineer,143820.51 to 147846.15
Data Analyst,369256.41 to 373282.05
Data Scientist,345102.56 to 349128.21
Data Scientist,300820.51 to 304846.15
Analyst,63307.69 to 67333.33
Analyst,51230.77 to 55256.41
Software Developer,180051.28 to 184076.92
Software Developer,127717.95 to 131743.59
Data Engineer,103564.1 to 107589.74
Data Engineer,147846.15 to 151871.79
Data Architect,127717.95 to 131743.59
AI Engineer,333025.64 to 337051.28
Data Governance Manager,204205.13 to 208230.77
Data Governance Manager,95512.82 to 99538.46
Data Scientist,252512.82 to 256538.46
Software Development Engineer,95512.82 to 99538.46
Quantitative Researcher,196153.85 to 200179.49
Quantitative Researcher,119666.67 to 123692.31
Manager,220307.69 to 224333.33
AI Developer,103564.1 to 107589.74
AI Developer,87461.54 to 91487.18
Business Intelligence Developer,87461.54 to 91487.18
Engineer,477948.72 to 481974.36
Engineer,272641.03 to 276666.67
Analytics Engineer,204205.13 to 208230.77
Analytics Engineer,151871.79 to 155897.44
Software Engineer,292769.23 to 296794.87
Engineer,228358.97 to 232384.62
Engineer,163948.72 to 167974.36
Machine Learning Engineer,228358.97 to 232384.62
Machine Learning Engineer,264589.74 to 268615.38
Software Development Engineer,147846.15 to 151871.79
Software Development Engineer,103564.1 to 107589.74
Machine Learning Engineer,135769.23 to 139794.87
Machine Learning Researcher,373282.05 to 377307.69
Machine Learning Researcher,224333.33 to 228358.97
Machine Learning Engineer,131743.59 to 135769.23
Machine Learning Scientist,196153.85 to 200179.49
Machine Learning Scientist,147846.15 to 151871.79
Research Engineer,83435.9 to 87461.54
Analytics Lead,196153.85 to 200179.49
Analytics Lead,139794.87 to 143820.51
Data Scientist,316923.08 to 320948.72
Data Engineer,244461.54 to 248487.18
Data Analyst,184076.92 to 188102.56
Data Architect,75384.62 to 79410.26
Architect,200179.49 to 204205.13
Architect,107589.74 to 111615.38
Research Scientist,272641.03 to 276666.67
Research Engineer,135769.23 to 139794.87
Engineer,320948.72 to 324974.36
Associate,71358.97 to 75384.62
Analyst,188102.56 to 192128.21
Developer,91487.18 to 95512.82
Developer,79410.26 to 83435.9
Solutions Architect,212256.41 to 216282.05
Solutions Architect,159923.08 to 163948.72
Solutions Architect,244461.54 to 248487.18
Software Engineer,135769.23 to 139794.87
Member of Technical Staff,248487.18 to 252512.82
Member of Technical Staff,95512.82 to 99538.46
Engineering Manager,288743.59 to 292769.23
Engineering Manager,200179.49 to 204205.13
Software Engineer,308871.79 to 312897.44
Executive,143820.51 to 147846.15
Executive,111615.38 to 115641.03
Data Engineer,292769.23 to 296794.87
Data Engineer,369256.41 to 373282.05
Data Engineer,260564.1 to 264589.74
Data Engineer,47205.13 to 51230.77
Data Engineer,31102.56 to 35128.21
Data Developer,43179.49 to 47205.13
Data Developer,39153.85 to 43179.49
AI Engineer,276666.67 to 280692.31
Machine Learning Engineer,216282.05 to 220307.69
Machine Learning Engineer,95512.82 to 99538.46
Machine Learning Engineer,79410.26 to 83435.9
Data Analyst,43179.49 to 47205.13
Data Analyst,63307.69 to 67333.33
Data Analyst,220307.69 to 224333.33
Data Analyst,188102.56 to 192128.21
Data Analyst,248487.18 to 252512.82
Data Analyst,103564.1 to 107589.74
Insight Analyst,59282.05 to 63307.69
Insight Analyst,47205.13 to 51230.77
Data Scientist,31102.56 to 35128.21
Systems Engineer,172000.0 to 176025.64
Systems Engineer,135769.23 to 139794.87
Software Engineer,155897.44 to 159923.08
Engineer,151871.79 to 155897.44
Research Engineer,155897.44 to 159923.08
Research Scientist,264589.74 to 268615.38
Research Scientist,308871.79 to 312897.44
Site Reliability Engineer,135769.23 to 139794.87
System Engineer,272641.03 to 276666.67
System Engineer,180051.28 to 184076.92
Backend Engineer,192128.21 to 196153.85
Backend Engineer,172000.0 to 176025.64
Software Engineer,39153.85 to 43179.49
Platform Engineer,220307.69 to 224333.33
Platform Engineer,159923.08 to 163948.72
Business Analyst,151871.79 to 155897.44
Business Analyst,119666.67 to 123692.31
Engineering Manager,401461.54 to 405487.18
Engineering Manager,316923.08 to 320948.72
Research Scientist,409512.82 to 413538.46
Research Scientist,220307.69 to 224333.33
Research Scientist,558461.54 to 562487.18
Research Scientist,284717.95 to 288743.59
Enterprise Account Executive,498076.92 to 502102.56
Enterprise Account Executive,163948.72 to 167974.36
Engineer,498076.92 to 502102.56
Engineering Manager,252512.82 to 256538.46
Engineering Manager,208230.77 to 212256.41
Software Engineer,107589.74 to 111615.38
Business Intelligence Engineer,256538.46 to 260564.1
Business Intelligence Engineer,151871.79 to 155897.44
Data Lead,59282.05 to 63307.69
Data Lead,47205.13 to 51230.77
Data Engineer,163948.72 to 167974.36
Data Engineer,192128.21 to 196153.85
Research Scientist,63307.69 to 67333.33
Research Scientist,47205.13 to 51230.77
Software Engineer,216282.05 to 220307.69
Software Engineer,75384.62 to 79410.26
Data Scientist,39153.85 to 43179.49
Data Manager,63307.69 to 67333.33
Data Manager,51230.77 to 55256.41
Data Management Lead,79410.26 to 83435.9
Data Management Lead,59282.05 to 63307.69
Data Manager,67333.33 to 71358.97
Data Manager,55256.41 to 59282.05
Analyst,27076.92 to 31102.56
Analyst,19025.64 to 23051.28
Data Engineer,256538.46 to 260564.1
Business Intelligence Developer,127717.95 to 131743.59
Business Intelligence Developer,99538.46 to 103564.1
Research Associate,67333.33 to 71358.97
Manager,244461.54 to 248487.18
Data Lead,264589.74 to 268615.38
Data Lead,176025.64 to 180051.28
Data Engineer,264589.74 to 268615.38
Encounter Data Management Professional,107589.74 to 111615.38
Encounter Data Management Professional,75384.62 to 79410.26
Data Scientist,180051.28 to 184076.92
Data Scientist,147846.15 to 151871.79
Manager,232384.62 to 236410.26
Data Scientist,71358.97 to 75384.62
Manager,180051.28 to 184076.92
Data Specialist,39153.85 to 43179.49
Business Intelligence Engineer,119666.67 to 123692.31
Manager,272641.03 to 276666.67
Machine Learning Scientist,83435.9 to 87461.54
Architect,244461.54 to 248487.18
Architect,180051.28 to 184076.92
Manager,256538.46 to 260564.1
Software Engineer,47205.13 to 51230.77
Analytics Engineer,79410.26 to 83435.9
Analytics Engineer,59282.05 to 63307.69
Data Engineer,99538.46 to 103564.1
Data Engineer,123692.31 to 127717.95
Associate,123692.31 to 127717.95
Associate,260564.1 to 264589.74
Analyst,196153.85 to 200179.49
AI Engineer,216282.05 to 220307.69
AI Engineer,95512.82 to 99538.46
AI Engineer,200179.49 to 204205.13
AI Engineer,123692.31 to 127717.95
Software Engineer,200179.49 to 204205.13
Data Modeler,192128.21 to 196153.85
Data Modeler,135769.23 to 139794.87
Data Visualization Analyst,167974.36 to 172000.0
Data Visualization Analyst,75384.62 to 79410.26
Associate,200179.49 to 204205.13
Data Management Consultant,39153.85 to 43179.49
Engineer,75384.62 to 79410.26
Research Analyst,151871.79 to 155897.44
Research Analyst,67333.33 to 71358.97
Platform Engineer,155897.44 to 159923.08
Platform Engineer,83435.9 to 87461.54
Solutions Architect,51230.77 to 55256.41
Business Analyst,139794.87 to 143820.51
Full Stack Developer,103564.1 to 107589.74
Full Stack Developer,67333.33 to 71358.97
Associate,139794.87 to 143820.51
Associate,67333.33 to 71358.97
Software Developer,184076.92 to 188102.56
Software Developer,111615.38 to 115641.03
Research Scientist,248487.18 to 252512.82
Product Manager,240435.9 to 244461.54
Product Manager,184076.92 to 188102.56
Software Engineer,353153.85 to 357179.49
Data Governance Analyst,127717.95 to 131743.59
Data Governance Analyst,99538.46 to 103564.1
Applied Scientist,220307.69 to 224333.33
Applied Scientist,135769.23 to 139794.87
Data Lead,143820.51 to 147846.15
Data Lead,111615.38 to 115641.03
Software Development Engineer,220307.69 to 224333.33
Software Development Engineer,127717.95 to 131743.59
Machine Learning Engineer,220307.69 to 224333.33
Consultant,236410.26 to 240435.9
Consultant,135769.23 to 139794.87
Consultant,95512.82 to 99538.46
Consultant,67333.33 to 71358.97
Consultant,75384.62 to 79410.26
Applied Scientist,248487.18 to 252512.82
Applied Scientist,196153.85 to 200179.49
Associate,127717.95 to 131743.59
Product Designer,296794.87 to 300820.51
Product Designer,220307.69 to 224333.33
Data Manager,35128.21 to 39153.85
Data Manager,31102.56 to 35128.21
AI Engineer,437692.31 to 441717.95
Data Governance Analyst,204205.13 to 208230.77
Data Governance Analyst,147846.15 to 151871.79
Solutions Architect,196153.85 to 200179.49
Solutions Architect,147846.15 to 151871.79
Software Engineer,437692.31 to 441717.95
Machine Learning Engineer,139794.87 to 143820.51
Technical Lead,369256.41 to 373282.05
Technical Lead,244461.54 to 248487.18
Machine Learning Engineer,268615.38 to 272641.03
Machine Learning Engineer,397435.9 to 401461.54
Machine Learning Engineer,296794.87 to 300820.51
Machine Learning Engineer,244461.54 to 248487.18
Platform Engineer,212256.41 to 216282.05
Platform Engineer,184076.92 to 188102.56
Research Engineer,268615.38 to 272641.03
Research Engineer,176025.64 to 180051.28
Data Engineer,498076.92 to 502102.56
AI Engineer,498076.92 to 502102.56
Solutions Engineer,212256.41 to 216282.05
Solutions Engineer,119666.67 to 123692.31
Data Scientist,176025.64 to 180051.28
Data Scientist,23051.28 to 27076.92
Data Scientist,19025.64 to 23051.28
Analytics Engineer,39153.85 to 43179.49
Analytics Engineer,176025.64 to 180051.28
Analytics Engineer,131743.59 to 135769.23
Engineer,288743.59 to 292769.23
Postdoctoral Researcher,131743.59 to 135769.23
Postdoctoral Researcher,115641.03 to 119666.67
Engineer,369256.41 to 373282.05
Enterprise Account Executive,139794.87 to 143820.51
Software Developer,220307.69 to 224333.33
Software Developer,95512.82 to 99538.46
Manager,409512.82 to 413538.46
Manager,349128.21 to 353153.85
Solutions Engineer,176025.64 to 180051.28
Product Manager,167974.36 to 172000.0
Architect,184076.92 to 188102.56
Architect,111615.38 to 115641.03
Solutions Engineer,284717.95 to 288743.59
Systems Engineer,176025.64 to 180051.28
Systems Engineer,107589.74 to 111615.38
Software Engineer,373282.05 to 377307.69
Software Engineer,180051.28 to 184076.92
Business Intelligence Analyst,176025.64 to 180051.28
Business Intelligence Analyst,115641.03 to 119666.67
Full Stack Engineer,296794.87 to 300820.51
Full Stack Engineer,147846.15 to 151871.79
Product Manager,39153.85 to 43179.49
Architect,308871.79 to 312897.44
Associate,91487.18 to 95512.82
Product Analyst,147846.15 to 151871.79
Product Analyst,99538.46 to 103564.1
QA Engineer,248487.18 to 252512.82
QA Engineer,131743.59 to 135769.23
Analyst,83435.9 to 87461.54
Head of Data,111615.38 to 115641.03
Head of Data,107589.74 to 111615.38
Lead Data Analysis,192128.21 to 196153.85
Lead Data Analysis,127717.95 to 131743.59
Associate,316923.08 to 320948.72
Associate,276666.67 to 280692.31
Cloud Engineer,248487.18 to 252512.82
Cloud Engineer,147846.15 to 151871.79
Data Architect,163948.72 to 167974.36
Software Developer,119666.67 to 123692.31
Engineer,296794.87 to 300820.51
Machine Learning Engineer,55256.41 to 59282.05
Data Management Associate,131743.59 to 135769.23
Data Management Associate,87461.54 to 91487.18
Head of AI,216282.05 to 220307.69
Head of AI,188102.56 to 192128.21
Consultant,155897.44 to 159923.08
Manager,59282.05 to 63307.69
Software Engineer,71358.97 to 75384.62
Solutions Architect,107589.74 to 111615.38
Solutions Architect,91487.18 to 95512.82
Data Scientist,212256.41 to 216282.05
Manager,71358.97 to 75384.62
Data Analyst,163948.72 to 167974.36
Data Product Manager,220307.69 to 224333.33
Data Product Manager,99538.46 to 103564.1
Research Analyst,115641.03 to 119666.67
Research Analyst,71358.97 to 75384.62
Business Intelligence Analyst,63307.69 to 67333.33
Engineer,35128.21 to 39153.85
Data Lead,127717.95 to 131743.59
Data Lead,63307.69 to 67333.33
Data Scientist,284717.95 to 288743.59
Quantitative Analyst,135769.23 to 139794.87
Quantitative Analyst,79410.26 to 83435.9
Site Reliability Engineer,284717.95 to 288743.59
Site Reliability Engineer,151871.79 to 155897.44
Data Scientist,236410.26 to 240435.9
AI Engineer,71358.97 to 75384.62
Machine Learning Engineer,151871.79 to 155897.44
Data Governance,71358.97 to 75384.62
Data Governance,43179.49 to 47205.13
Software Developer,143820.51 to 147846.15
Technical Lead,212256.41 to 216282.05
Technical Lead,131743.59 to 135769.23
Technical Lead,216282.05 to 220307.69
Technical Lead,155897.44 to 159923.08
Machine Learning Engineer,300820.51 to 304846.15
Data Scientist,244461.54 to 248487.18
Research Scientist,244461.54 to 248487.18
Research Scientist,139794.87 to 143820.51
Architect,192128.21 to 196153.85
Architect,127717.95 to 131743.59
Solution Architect,196153.85 to 200179.49
Head of Data,369256.41 to 373282.05
Head of Data,341076.92 to 345102.56
Data Scientist,43179.49 to 47205.13
Software Engineer,63307.69 to 67333.33
Product Manager,208230.77 to 212256.41
Product Manager,139794.87 to 143820.51
Machine Learning Engineer,143820.51 to 147846.15
Computer Vision Engineer,159923.08 to 163948.72
Computer Vision Engineer,131743.59 to 135769.23
Product Manager,236410.26 to 240435.9
Machine Learning Engineer,236410.26 to 240435.9
Engineer,236410.26 to 240435.9
Analyst,151871.79 to 155897.44
Software Engineer,67333.33 to 71358.97
Associate,119666.67 to 123692.31
Associate,79410.26 to 83435.9
Engineer,19025.64 to 23051.28
Data Infrastructure Engineer,184076.92 to 188102.56
Data Infrastructure Engineer,127717.95 to 131743.59
Research Scientist,176025.64 to 180051.28
Research Scientist,357179.49 to 361205.13
Research Scientist,184076.92 to 188102.56
QA Engineer,260564.1 to 264589.74
QA Engineer,139794.87 to 143820.51
Machine Learning Engineer,260564.1 to 264589.74
Systems Engineer,308871.79 to 312897.44
Principal Researcher,292769.23 to 296794.87
Principal Researcher,135769.23 to 139794.87
Data Engineer,268615.38 to 272641.03
Product Manager,91487.18 to 95512.82
Member of Technical Staff,312897.44 to 316923.08
Member of Technical Staff,135769.23 to 139794.87
Postdoctoral Researcher,172000.0 to 176025.64
Consultant,151871.79 to 155897.44
Consultant,123692.31 to 127717.95
Architect,163948.72 to 167974.36
Computational Scientist,220307.69 to 224333.33
Computational Scientist,139794.87 to 143820.51
Data Management Analyst,196153.85 to 200179.49
Data Management Analyst,107589.74 to 111615.38
Data Management Specialist,59282.05 to 63307.69
Data Management Specialist,31102.56 to 35128.21
Data Analytics Manager,127717.95 to 131743.59
Data Analytics Manager,71358.97 to 75384.62
Manager,79410.26 to 83435.9
DevOps Engineer,163948.72 to 167974.36
DevOps Engineer,103564.1 to 107589.74
Architect,176025.64 to 180051.28
BI Developer,163948.72 to 167974.36
BI Developer,87461.54 to 91487.18
Business Intelligence Developer,180051.28 to 184076.92
Business Intelligence Developer,107589.74 to 111615.38
Statistician,252512.82 to 256538.46
Statistician,123692.31 to 127717.95
Data Engineer,228358.97 to 232384.62
BI Engineer,159923.08 to 163948.72
BI Engineer,115641.03 to 119666.67
Software Engineer,300820.51 to 304846.15
Software Developer,103564.1 to 107589.74
Solutions Engineer,143820.51 to 147846.15
Solutions Engineer,103564.1 to 107589.74
Data Management Specialist,91487.18 to 95512.82
Data Management Specialist,67333.33 to 71358.97
Data Scientist,272641.03 to 276666.67
Data Scientist,312897.44 to 316923.08
Research Associate,71358.97 to 75384.62
Data Engineer,39153.85 to 43179.49
Analytics Engineer,167974.36 to 172000.0
Analytics Engineer,107589.74 to 111615.38
Data Engineer,320948.72 to 324974.36
Data Visualization Specialist,147846.15 to 151871.79
Data Visualization Specialist,119666.67 to 123692.31
Data Architect,176025.64 to 180051.28
Data Architect,151871.79 to 155897.44
Research Engineer,308871.79 to 312897.44
Manager,252512.82 to 256538.46
Solution Architect,155897.44 to 159923.08
Solution Architect,83435.9 to 87461.54
Data Quality Analyst,51230.77 to 55256.41
Data Quality Analyst,47205.13 to 51230.77
Platform Engineer,188102.56 to 192128.21
Platform Engineer,135769.23 to 139794.87
DevOps Engineer,176025.64 to 180051.28
Platform Engineer,167974.36 to 172000.0
Platform Engineer,115641.03 to 119666.67
DevOps Engineer,135769.23 to 139794.87
Data Engineer,212256.41 to 216282.05
Solution Architect,176025.64 to 180051.28
Solution Architect,127717.95 to 131743.59
AI Engineer,296794.87 to 300820.51
AI Engineer,143820.51 to 147846.15
AI Engineer,204205.13 to 208230.77
AI Engineer,284717.95 to 288743.59
AI Engineer,119666.67 to 123692.31
Data Analyst,212256.41 to 216282.05
Consultant,35128.21 to 39153.85
Data Governance Analyst,79410.26 to 83435.9
Analyst,39153.85 to 43179.49
Data Scientist,63307.69 to 67333.33
